timestamp,latitude,longitude,altitude,horizontalAccuracy,verticalAccuracy,speed,speedAccuracy,course,courseAccuracy,floor
2025-01-15T10:00:45.000Z,12.922742,77.498461,920.63,4.01,2.42,0.81,0.62,218.92,12.41,-1
2025-01-15T10:00:46.000Z,12.922734,77.498455,920.67,7.17,4.64,1.11,0.99,217.59,8.8,-1
2025-01-15T10:00:47.000Z,12.922724,77.498446,920.49,4.11,2.68,1.54,0.52,219.39,12.99,-1
2025-01-15T10:00:48.000Z,12.922654,77.498391,920.87,8.74,4.65,9.79,0.53,217.46,14.9,-1
2025-01-15T10:00:49.000Z,12.922588,77.498342,920.72,6.61,4.47,9.06,0.67,216.33,11.13,-1
2025-01-15T10:00:50.000Z,12.922527,77.498274,920.8,7.27,4.82,10.04,0.98,226.97,10.35,-1
2025-01-15T10:00:51.000Z,12.922463,77.498203,921.06,3.82,3.57,10.51,0.56,227.49,11.05,-1
2025-01-15T10:00:52.000Z,12.922399,77.498132,921.24,8.92,3.75,10.43,0.75,227.02,6.64,-1
2025-01-15T10:00:53.000Z,12.922335,77.49806,920.97,3.96,3.84,10.59,0.81,227.57,5.23,-1
2025-01-15T10:00:54.000Z,12.922267,77.497987,921.22,3.36,5.53,10.98,0.39,226.3,5.89,-1
2025-01-15T10:00:55.000Z,12.922175,77.497985,921.64,6.45,4.0,10.24,0.8,181.19,11.13,-1
2025-01-15T10:00:56.000Z,12.922125,77.497908,921.3,5.86,3.98,10.03,0.5,236.65,14.87,-1
2025-01-15T10:00:57.000Z,12.922076,77.497836,920.99,9.09,3.7,9.53,0.8,235.17,7.02,-1
2025-01-15T10:00:58.000Z,12.921975,77.497693,921.15,3.26,5.61,19.15,0.94,233.91,7.97,-1
2025-01-15T10:00:59.000Z,12.92187,77.497546,920.92,9.52,5.95,19.76,0.43,233.83,5.46,-1
2025-01-15T10:01:00.000Z,12.921767,77.4974,921.26,8.14,2.18,19.56,0.84,234.19,13.88,-1
2025-01-15T10:01:01.000Z,12.921657,77.49725,921.35,3.82,2.69,20.36,0.94,232.91,7.13,-1
2025-01-15T10:01:02.000Z,12.921542,77.497104,921.38,9.05,2.32,20.4,0.62,231.23,7.5,-1
2025-01-15T10:01:03.000Z,12.921428,77.496949,921.38,5.82,3.65,21.07,0.67,232.72,11.81,-1
2025-01-15T10:01:04.000Z,12.921522,77.496777,921.11,3.4,3.59,21.46,0.95,299.49,13.16,-1
2025-01-15T10:01:05.000Z,12.921619,77.496605,921.45,5.2,4.26,21.5,0.76,300.03,9.32,-1
2025-01-15T10:01:06.000Z,12.921708,77.496436,921.89,9.42,3.2,20.92,0.84,298.36,6.08,-1
2025-01-15T10:01:07.000Z,12.921801,77.49626,921.77,9.55,2.73,21.69,0.64,298.34,14.07,-1
2025-01-15T10:01:08.000Z,12.921893,77.496085,921.91,8.57,2.85,21.54,0.73,298.49,10.55,-1
2025-01-15T10:01:09.000Z,12.921991,77.495909,922.05,8.13,4.58,21.99,0.67,299.55,12.84,-1
2025-01-15T10:01:10.000Z,12.922085,77.495739,922.22,6.24,5.44,21.25,0.4,299.68,10.52,-1
2025-01-15T10:01:11.000Z,12.922184,77.495572,922.45,8.74,5.84,21.23,0.73,301.36,11.83,-1
2025-01-15T10:01:12.000Z,12.922286,77.495409,922.63,3.24,2.96,21.03,0.63,302.63,13.07,-1
2025-01-15T10:01:13.000Z,12.922393,77.495239,922.56,3.65,4.85,21.88,0.93,302.94,5.87,-1
2025-01-15T10:01:14.000Z,12.922502,77.495065,922.89,7.4,2.33,22.44,0.59,302.68,8.52,-1
2025-01-15T10:01:15.000Z,12.922588,77.494921,922.6,3.2,2.51,18.35,0.35,301.37,11.94,-1
2025-01-15T10:01:16.000Z,12.922633,77.494842,923.1,5.29,5.55,9.91,0.99,300.42,6.98,-1
2025-01-15T10:01:17.000Z,12.922685,77.494758,923.46,6.34,5.18,10.83,0.98,302.21,12.83,-1
2025-01-15T10:01:18.000Z,12.922744,77.494667,923.11,8.56,4.12,11.84,0.39,303.78,13.18,-1
2025-01-15T10:01:19.000Z,12.922802,77.494576,923.55,5.01,4.72,11.75,0.8,303.26,11.99,-1
2025-01-15T10:01:20.000Z,12.922856,77.494492,923.39,8.19,2.67,11.02,0.56,303.35,8.94,-1
2025-01-15T10:01:21.000Z,12.922928,77.494426,923.43,5.67,5.45,10.7,0.59,318.55,8.94,-1
2025-01-15T10:01:22.000Z,12.923,77.494359,923.64,3.38,5.01,10.81,0.75,317.74,10.46,-1
2025-01-15T10:01:23.000Z,12.923079,77.494287,924.04,8.46,2.17,11.77,0.45,318.28,5.75,-1
2025-01-15T10:01:24.000Z,12.923157,77.49422,923.99,9.41,5.11,11.37,0.33,319.93,6.37,-1
2025-01-15T10:01:25.000Z,12.923242,77.494147,924.16,7.33,2.53,12.3,0.73,320.34,12.91,-1
2025-01-15T10:01:26.000Z,12.923306,77.494097,924.45,5.22,4.41,8.97,0.96,322.27,12.28,-1
2025-01-15T10:01:27.000Z,12.923372,77.494043,924.35,9.04,3.62,9.4,0.43,321.94,14.77,-1
2025-01-15T10:01:28.000Z,12.923438,77.49399,924.14,4.08,5.34,9.31,0.93,321.84,10.49,-1
2025-01-15T10:01:29.000Z,12.923507,77.49393,924.07,4.03,4.68,10.05,0.53,319.87,12.38,-1
2025-01-15T10:01:30.000Z,12.92358,77.493866,924.32,9.19,4.21,10.71,0.35,319.34,5.18,-1
2025-01-15T10:01:31.000Z,12.923626,77.493786,924.39,5.32,4.65,10.12,0.41,300.32,7.88,-1
2025-01-15T10:01:32.000Z,12.923669,77.493709,924.04,3.53,3.07,9.61,0.39,300.06,8.57,-1
2025-01-15T10:01:33.000Z,12.923744,77.493567,923.75,7.02,2.16,17.54,0.6,298.37,9.07,-1
2025-01-15T10:01:34.000Z,12.923818,77.493419,923.9,3.95,2.07,18.05,0.93,297.25,7.44,-1
2025-01-15T10:01:35.000Z,12.923896,77.49327,924.4,7.63,5.51,18.33,0.32,298.22,6.03,-1
2025-01-15T10:01:36.000Z,12.923979,77.493114,924.52,4.73,5.25,19.29,0.34,298.39,10.39,-1
2025-01-15T10:01:37.000Z,12.924063,77.492959,924.73,3.06,5.09,19.2,0.89,299.18,13.95,-1
2025-01-15T10:01:38.000Z,12.924146,77.492812,924.63,4.91,3.35,18.51,0.63,300.09,9.22,-1
2025-01-15T10:01:39.000Z,12.924226,77.492671,924.26,4.59,4.43,17.71,0.44,300.32,12.45,-1
2025-01-15T10:01:40.000Z,12.924314,77.492529,924.29,3.12,5.54,18.24,0.88,302.23,8.28,-1
2025-01-15T10:01:41.000Z,12.924449,77.492443,924.12,6.04,3.61,17.66,0.86,328.41,10.14,-1
2025-01-15T10:01:42.000Z,12.924507,77.492407,924.29,6.09,3.68,7.56,0.93,328.41,5.23,-1
2025-01-15T10:01:43.000Z,12.924572,77.492365,924.21,4.98,3.93,8.53,0.7,327.82,14.37,-1
2025-01-15T10:01:44.000Z,12.924635,77.492325,923.95,5.11,3.69,8.27,0.8,328.69,8.86,-1
2025-01-15T10:01:45.000Z,12.924704,77.492279,923.6,5.76,2.84,9.17,0.32,326.99,14.82,-1
2025-01-15T10:01:46.000Z,12.924776,77.492231,923.35,4.73,4.71,9.51,0.51,326.98,12.71,-1
2025-01-15T10:01:47.000Z,12.924814,77.492205,923.01,6.34,4.78,5.11,0.7,326.4,9.06,-1
2025-01-15T10:01:48.000Z,12.924859,77.492175,923.45,8.44,5.08,5.97,0.83,326.43,11.11,-1
2025-01-15T10:01:49.000Z,12.924911,77.492141,923.81,3.96,5.13,6.88,0.93,327.52,9.09,-1
2025-01-15T10:01:50.000Z,12.924969,77.492105,923.46,9.92,4.23,7.57,0.39,329.04,8.72,-1
2025-01-15T10:01:51.000Z,12.925023,77.492071,923.24,9.43,4.52,7.01,1.0,328.6,14.84,-1
2025-01-15T10:01:52.000Z,12.925076,77.492037,923.05,5.44,5.77,6.96,0.87,327.84,5.29,-1
2025-01-15T10:01:53.000Z,12.925062,77.491965,922.66,3.43,4.2,7.95,0.91,259.18,9.17,-1
2025-01-15T10:01:54.000Z,12.92505,77.491888,922.79,7.91,4.41,8.53,0.96,260.86,10.69,-1
2025-01-15T10:01:55.000Z,12.924981,77.491841,922.78,6.58,3.35,9.26,0.82,213.06,7.62,-1
2025-01-15T10:01:56.000Z,12.92491,77.491796,922.91,6.8,3.79,9.25,0.32,212.3,12.73,-1
2025-01-15T10:01:57.000Z,12.924906,77.491793,923.17,8.84,5.08,0.56,0.62,213.4,10.64,-1
2025-01-15T10:01:58.000Z,12.924895,77.491785,923.67,9.84,5.48,1.5,0.47,212.59,12.12,-1
2025-01-15T10:01:59.000Z,12.924815,77.491736,924.0,3.11,4.8,10.37,0.34,210.92,6.4,-1
2025-01-15T10:02:00.000Z,12.924732,77.491682,924.43,3.3,4.67,10.99,0.83,212.61,6.83,-1
2025-01-15T10:02:01.000Z,12.924649,77.491629,924.12,4.15,5.16,10.8,0.69,211.66,6.5,-1
2025-01-15T10:02:02.000Z,12.924561,77.491576,923.85,7.35,4.2,11.41,0.61,210.23,10.67,-1
2025-01-15T10:02:03.000Z,12.924515,77.491549,924.06,4.83,4.4,5.9,0.99,210.05,14.9,-1
2025-01-15T10:02:04.000Z,12.924471,77.491525,924.24,5.0,4.94,5.48,0.9,208.38,12.74,-1
2025-01-15T10:02:05.000Z,12.924433,77.491505,923.76,8.06,3.59,4.81,0.69,207.23,10.36,-1
2025-01-15T10:02:06.000Z,12.924395,77.491486,924.02,9.46,5.15,4.67,0.93,205.95,13.99,-1
2025-01-15T10:02:07.000Z,12.924359,77.491466,924.12,8.15,2.04,4.55,0.33,207.87,7.28,-1
2025-01-15T10:02:08.000Z,12.924261,77.491409,923.95,5.92,5.22,12.61,0.75,209.74,7.58,-1
2025-01-15T10:02:09.000Z,12.924164,77.491348,923.95,8.58,4.87,12.57,0.64,211.43,7.04,-1
2025-01-15T10:02:10.000Z,12.924063,77.491284,924.22,6.58,4.29,13.22,0.76,211.79,10.73,-1
2025-01-15T10:02:11.000Z,12.923966,77.491223,924.35,8.18,2.61,12.66,0.93,211.5,10.13,-1
2025-01-15T10:02:12.000Z,12.923867,77.491165,924.5,7.95,4.07,12.69,0.59,209.59,5.04,-1
2025-01-15T10:02:13.000Z,12.923763,77.491108,924.15,5.04,3.41,13.21,0.64,208.22,13.45,-1
2025-01-15T10:02:14.000Z,12.923794,77.490991,924.12,9.05,5.34,13.16,0.61,285.57,5.41,-1
2025-01-15T10:02:15.000Z,12.92383,77.490866,924.14,3.57,2.0,14.12,0.92,286.1,10.19,-1
2025-01-15T10:02:16.000Z,12.923862,77.490744,923.7,4.61,2.76,13.68,0.42,285.43,14.65,-1
2025-01-15T10:02:17.000Z,12.923892,77.49063,923.63,3.53,5.65,12.82,0.34,285.08,7.12,-1
2025-01-15T10:02:18.000Z,12.92392,77.490519,923.28,7.08,4.8,12.47,0.87,284.59,12.15,-1
2025-01-15T10:02:19.000Z,12.923949,77.490401,923.64,5.31,5.98,13.22,0.74,284.13,7.32,-1
2025-01-15T10:02:20.000Z,12.923977,77.490281,923.37,7.84,2.12,13.39,0.73,283.37,7.66,-1
2025-01-15T10:02:21.000Z,12.924008,77.490158,923.08,8.49,5.31,13.72,0.83,284.43,9.33,-1
2025-01-15T10:02:22.000Z,12.924024,77.490096,922.98,5.11,3.98,7.03,0.81,284.36,8.51,-1
2025-01-15T10:02:23.000Z,12.92404,77.490027,923.13,7.82,5.06,7.65,0.88,283.3,5.37,-1
2025-01-15T10:02:24.000Z,12.924057,77.489956,922.87,7.39,2.64,7.96,0.8,283.89,14.07,-1
2025-01-15T10:02:25.000Z,12.924076,77.489878,922.81,5.2,4.39,8.66,0.65,284.42,7.36,-1
2025-01-15T10:02:26.000Z,12.924099,77.489796,922.4,9.05,5.04,9.27,0.86,286.23,9.55,-1
2025-01-15T10:02:27.000Z,12.924121,77.489717,922.53,4.87,4.49,8.97,0.62,285.67,10.48,-1
2025-01-15T10:02:28.000Z,12.924156,77.489595,922.24,4.65,5.48,13.74,0.38,286.51,8.07,-1
2025-01-15T10:02:29.000Z,12.924189,77.489477,921.86,6.7,3.3,13.41,0.94,285.95,7.1,-1
2025-01-15T10:02:30.000Z,12.924207,77.489413,922.29,3.48,4.1,7.17,0.67,286.05,11.26,-1
2025-01-15T10:02:31.000Z,12.924227,77.489346,922.38,9.45,5.52,7.63,0.36,287.33,9.92,-1
2025-01-15T10:02:32.000Z,12.92423,77.489336,922.15,8.91,5.98,1.11,0.43,285.61,8.25,-1
2025-01-15T10:02:33.000Z,12.924234,77.489321,922.55,5.42,4.52,1.71,0.31,285.32,6.74,-1
2025-01-15T10:02:34.000Z,12.924238,77.489308,922.71,8.29,3.45,1.46,0.53,285.97,14.54,-1
2025-01-15T10:02:35.000Z,12.924242,77.489295,922.56,6.9,4.96,1.48,0.88,287.33,14.42,-1
2025-01-15T10:02:36.000Z,12.924246,77.489278,922.08,6.31,2.77,1.86,0.36,286.27,6.31,-1
2025-01-15T10:02:37.000Z,12.924249,77.489268,922.17,7.87,4.07,1.16,0.73,286.34,9.63,-1
2025-01-15T10:02:38.000Z,12.924252,77.489259,922.17,7.02,5.79,1.0,0.54,286.14,10.93,-1
2025-01-15T10:02:39.000Z,12.924254,77.489253,922.34,7.38,5.57,0.68,0.86,286.61,10.64,-1
2025-01-15T10:02:40.000Z,12.924266,77.489206,922.79,8.68,2.07,5.34,0.44,285.42,6.5,-1
2025-01-15T10:02:41.000Z,12.92428,77.489152,922.94,9.06,3.47,6.05,0.65,284.39,12.1,-1
2025-01-15T10:02:42.000Z,12.924292,77.489103,923.26,4.12,2.8,5.45,0.4,284.62,10.01,-1
2025-01-15T10:02:43.000Z,12.924253,77.489091,923.33,5.82,3.84,4.61,0.84,196.71,11.95,-1
2025-01-15T10:02:44.000Z,12.924218,77.489082,923.57,6.0,2.43,3.93,0.79,194.77,11.6,-1
2025-01-15T10:02:45.000Z,12.924186,77.489072,923.09,6.34,5.82,3.81,0.79,196.31,13.7,-1
2025-01-15T10:02:46.000Z,12.924174,77.489069,923.01,4.43,5.56,1.3,0.81,195.38,13.89,-1
2025-01-15T10:02:47.000Z,12.924168,77.489067,923.19,5.4,3.95,0.74,0.32,195.37,14.2,-1
2025-01-15T10:02:48.000Z,12.924168,77.489067,923.52,6.03,5.31,0,0.77,195.12,10.93,-1
2025-01-15T10:02:49.000Z,12.924168,77.489067,923.07,4.51,2.81,0,0.37,196.11,12.05,-1
2025-01-15T10:02:50.000Z,12.924168,77.489067,922.73,6.88,4.88,0,0.87,195.02,14.9,-1
2025-01-15T10:02:51.000Z,12.924162,77.489066,922.41,8.77,2.47,0.67,0.95,193.11,7.57,-1
2025-01-15T10:02:52.000Z,12.924162,77.489066,922.13,8.35,5.97,0.21,0.42,191.18,14.05,-1
2025-01-15T10:02:53.000Z,12.924162,77.489066,922.34,7.1,5.04,0,0.4,192.85,14.56,-1
2025-01-15T10:02:54.000Z,12.924162,77.489066,922.64,4.08,3.45,0,0.33,193.57,10.39,-1
2025-01-15T10:02:55.000Z,12.924162,77.489066,922.26,6.85,5.07,0,0.36,208.48,12.88,-1
2025-01-15T10:02:56.000Z,12.924162,77.489066,922.36,3.82,5.53,0,0.75,170.87,7.66,-1
2025-01-15T10:02:57.000Z,12.924162,77.489066,922.2,8.5,2.42,0,0.52,170.23,11.57,-1
2025-01-15T10:02:58.000Z,12.924038,77.489087,921.74,4.28,2.85,14.06,0.35,170.4,9.25,-1
2025-01-15T10:02:59.000Z,12.924023,77.489089,922.07,8.25,5.97,1.68,0.4,172.26,6.85,-1
2025-01-15T10:03:00.000Z,12.924009,77.489092,922.22,8.45,2.26,1.53,0.78,170.49,10.01,-1
2025-01-15T10:03:01.000Z,12.92399,77.489095,922.01,6.32,3.54,2.13,0.8,169.53,7.38,-1
2025-01-15T10:03:02.000Z,12.923969,77.489099,921.65,4.02,2.28,2.36,0.64,170.75,6.32,-1
2025-01-15T10:03:03.000Z,12.923947,77.489103,921.65,6.54,3.16,2.54,0.47,170.37,5.16,-1
2025-01-15T10:03:04.000Z,12.923926,77.489106,921.87,9.21,4.69,2.29,0.4,171.29,5.17,-1
2025-01-15T10:03:05.000Z,12.923912,77.489108,922.31,3.03,5.63,1.62,0.66,170.63,11.27,-1
2025-01-15T10:03:06.000Z,12.923891,77.489112,921.93,3.07,5.16,2.36,0.89,168.91,9.31,-1
2025-01-15T10:03:07.000Z,12.923864,77.489117,922.31,6.94,4.02,3.13,0.47,170.5,7.52,-1
2025-01-15T10:03:08.000Z,12.923835,77.489123,922.63,5.34,5.8,3.22,0.65,169.58,11.07,-1
2025-01-15T10:03:09.000Z,12.923693,77.489151,922.54,9.66,4.75,16.17,0.73,168.79,14.34,-1
2025-01-15T10:03:10.000Z,12.923555,77.489185,922.42,4.23,2.42,15.79,0.46,166.84,8.81,-1
2025-01-15T10:03:11.000Z,12.923415,77.489214,922.53,6.93,2.12,15.86,0.65,168.49,5.62,-1
2025-01-15T10:03:12.000Z,12.923278,77.489245,922.87,9.38,2.47,15.66,0.64,167.64,10.1,-1
2025-01-15T10:03:13.000Z,12.923262,77.489249,922.92,5.71,4.28,1.8,0.62,166.65,11.39,-1
2025-01-15T10:03:14.000Z,12.923243,77.489253,923.17,3.44,5.56,2.15,0.57,166.12,5.91,-1
2025-01-15T10:03:15.000Z,12.923226,77.489258,923.57,7.48,2.96,2.01,0.88,164.19,14.07,-1
2025-01-15T10:03:16.000Z,12.923139,77.489283,923.78,9.31,2.11,9.99,0.63,164.24,7.04,-1
2025-01-15T10:03:17.000Z,12.923052,77.489308,923.68,3.92,4.47,10.12,0.56,164.45,10.74,-1
2025-01-15T10:03:18.000Z,12.92297,77.48933,924.16,3.74,3.23,9.4,0.55,165.47,10.81,-1
2025-01-15T10:03:19.000Z,12.922902,77.489346,924.25,8.78,2.24,7.73,0.91,166.88,7.72,-1
2025-01-15T10:03:20.000Z,12.922836,77.489361,924.54,9.2,5.18,7.57,0.34,167.71,14.62,-1
2025-01-15T10:03:21.000Z,12.922772,77.489377,924.53,7.09,2.33,7.33,0.75,166.4,9.81,-1
2025-01-15T10:03:22.000Z,12.922709,77.489395,924.58,5.07,4.69,7.27,0.5,164.42,10.06,-1
2025-01-15T10:03:23.000Z,12.922643,77.489416,924.14,4.13,4.57,7.68,0.53,162.54,11.63,-1
2025-01-15T10:03:24.000Z,12.922575,77.489439,924.31,6.43,3.04,7.96,0.88,161.81,7.44,-1
2025-01-15T10:03:25.000Z,12.92251,77.489463,923.99,9.64,4.11,7.69,0.52,160.35,6.55,-1
2025-01-15T10:03:26.000Z,12.922451,77.489487,923.76,5.93,4.57,7.09,0.7,158.4,6.91,-1
2025-01-15T10:03:27.000Z,12.922385,77.489514,923.99,9.67,2.33,7.96,0.34,158.25,8.99,-1
2025-01-15T10:03:28.000Z,12.922315,77.489542,923.82,4.76,3.26,8.3,0.46,158.65,14.9,-1
2025-01-15T10:03:29.000Z,12.922252,77.489569,923.92,9.77,3.92,7.61,0.73,157.01,14.16,-1
2025-01-15T10:03:30.000Z,12.922194,77.489597,923.68,9.56,5.64,7.21,0.5,155.04,11.04,-1
2025-01-15T10:03:31.000Z,12.922134,77.489625,924.0,9.79,4.77,7.32,0.69,155.78,11.78,-1
2025-01-15T10:03:32.000Z,12.922117,77.489632,923.85,3.95,3.79,1.95,0.74,157.07,12.42,-1
2025-01-15T10:03:33.000Z,12.922098,77.48964,924.0,9.84,2.56,2.34,0.56,157.27,10.06,-1
2025-01-15T10:03:34.000Z,12.922086,77.489646,924.49,5.77,2.64,1.45,0.97,157.73,8.59,-1
2025-01-15T10:03:35.000Z,12.922068,77.489653,924.56,6.72,3.45,2.21,0.36,156.98,5.04,-1
2025-01-15T10:03:36.000Z,12.922055,77.489659,924.88,7.67,3.73,1.55,0.35,156.51,10.43,-1
2025-01-15T10:03:37.000Z,12.922049,77.489662,924.53,6.71,2.45,0.73,0.95,158.05,12.97,-1
2025-01-15T10:03:38.000Z,12.922042,77.489665,924.77,9.78,5.2,0.8,0.65,157.48,5.63,-1
2025-01-15T10:03:39.000Z,12.922035,77.489668,924.66,7.28,2.21,0.88,0.97,156.93,13.85,-1
2025-01-15T10:03:40.000Z,12.922035,77.489668,925.11,6.63,3.9,0.13,0.96,155.27,14.26,-1
2025-01-15T10:03:41.000Z,12.922035,77.489668,924.93,9.97,2.06,0,0.41,154.4,11.52,-1
2025-01-15T10:03:42.000Z,12.922027,77.489671,924.54,9.07,2.76,0.96,0.63,155.92,9.5,-1
2025-01-15T10:03:43.000Z,12.92197,77.489791,924.8,7.42,3.9,14.43,0.91,116.03,14.26,-1
2025-01-15T10:03:44.000Z,12.921916,77.489906,924.89,7.27,5.88,13.87,0.47,115.59,10.7,-1
2025-01-15T10:03:45.000Z,12.921868,77.490017,925.08,5.34,4.7,13.18,0.7,114.35,10.9,-1
2025-01-15T10:03:46.000Z,12.921861,77.490032,925.11,9.78,2.84,1.84,0.61,115.26,9.4,-1
2025-01-15T10:03:47.000Z,12.921857,77.490041,924.9,8.91,2.17,1.03,0.97,115.57,11.45,-1
2025-01-15T10:03:48.000Z,12.921851,77.490054,925.29,6.59,3.13,1.6,0.41,114.5,10.42,-1
2025-01-15T10:03:49.000Z,12.921845,77.490068,925.71,9.0,4.08,1.64,0.38,113.13,12.44,-1
2025-01-15T10:03:50.000Z,12.921836,77.490089,925.21,4.0,2.11,2.42,0.68,112.94,11.48,-1
2025-01-15T10:03:51.000Z,12.921829,77.490107,924.92,7.99,2.87,2.15,0.99,111.28,7.74,-1
2025-01-15T10:03:52.000Z,12.921824,77.49012,924.67,7.44,3.11,1.57,0.36,112.04,8.36,-1
2025-01-15T10:03:53.000Z,12.921818,77.490134,924.93,4.41,4.29,1.6,0.98,114.01,9.42,-1
2025-01-15T10:03:54.000Z,12.921813,77.490144,925.37,8.61,5.11,1.26,0.61,115.38,6.75,-1
2025-01-15T10:03:55.000Z,12.921784,77.490208,925.38,7.75,2.87,7.64,0.94,115.39,6.07,-1
2025-01-15T10:03:56.000Z,12.921756,77.490265,925.11,4.89,4.72,6.92,0.34,116.29,10.65,-1
2025-01-15T10:03:57.000Z,12.921732,77.490322,925.22,3.03,2.27,6.72,0.33,114.31,7.96,-1
2025-01-15T10:03:58.000Z,12.921711,77.490371,925.29,4.53,2.01,5.84,0.42,112.54,8.23,-1
